,Agric,Food ,Soda ,Beer ,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Gold ,Mines,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  
199705,4.95,2.27,5.4,6.43,6.19,5.32,6.65,8.15,5.01,9.5,9.29,6.29,4.55,8.41,7.25,6.51,7.02,8.13,9.09,12.36,9.03,6.57,6.96,9.76,5.74,7.36,3.77,6.64,8.29,11.44,12.86,9.96,7.82,8.71,7.67,7.77,6.13,8.75,6.43,0.98,4.31,7.87,10.31,7.59
199706,8.96,6.38,6.59,0.07,5.57,-0.55,6.9,4.17,3.6,7.44,5.82,9.51,6.17,3.23,2.37,5.55,5.23,4.36,7.78,6.2,6.82,3.72,3.92,-3.29,4.82,1.31,3.06,3.78,3.49,5.58,0.7,1.91,0.88,1.83,3.2,4.07,2.41,1.75,6.59,1.14,5.74,6.53,4.59,7.09
199707,-1.95,5.02,26.93,1.85,3.55,1.39,4.62,4.43,3.11,-3.47,6.43,2.05,7.05,2.24,3.03,7.55,13.18,10.19,0.96,9.86,8.62,8.11,7.89,3.7,0.22,7.4,2.81,2.75,1.63,3.58,22.69,10.7,18.48,7.02,5.74,5.8,8.07,5.26,8.86,7.22,12.04,8.18,8.83,10.9
199708,8.35,-4.6,-9.19,-12.61,-3.61,-2.25,-2.73,-8.26,-6.18,-2.18,-1.48,-7.34,-4.54,0.17,0.75,-7.87,-2.28,-1.82,2.18,1.03,-9.46,1.41,-7.65,2.27,-0.82,0.25,-1.16,-2.28,-2.48,-1.57,-1.05,-2.6,-0.77,1.84,-2.85,-4.72,-4.14,1.31,-2.91,-5.19,-5.36,-6.98,1.34,-3.12
199709,6.9,6.71,0.99,8.11,1.91,5.82,7.95,5.11,5.07,2.51,3.63,7.61,0.57,3.37,6.18,4.72,4.96,1.09,2.63,0.82,8.39,5.71,2.2,9.7,1.58,6.32,4.65,9.68,13.51,4.22,5.29,2.6,2.5,4.2,3.38,-6.77,8.6,3.89,5.4,5.36,7.72,6.47,14.18,14.95
199710,-2.03,-1.73,2.27,-5.95,5.12,-1.43,-0.4,-3.71,-7.95,-1.52,-6.77,1.59,-4.27,-4.12,-4.08,-1.59,-7.91,-7.68,-3.26,-8.73,-5.24,-3.82,-12.39,-19.88,-8.42,-1.99,0.94,3.33,-4.13,-5.59,-9.05,-1.92,-12.77,-11.36,-6.23,-4.32,-1.46,-1.74,-1.67,-5.37,-0.97,-3.23,-2.96,-2.76
199711,6.57,7.59,6.97,7.29,0.72,9.05,4.07,5.53,1.48,0.91,4.03,2.89,3.15,5.5,-0.94,2.69,1.13,-3.46,-6.21,-2.71,12.06,-2.2,6.83,-17.87,-3.6,-3.55,7.14,10.26,2.02,1.22,2.7,3.25,-1.29,0.39,3.51,-0.84,-0.84,1.34,6.56,3.46,3.81,2.71,-4.1,5.4
199712,2.19,2.68,12.81,4.2,-5.81,4.29,6.49,2.98,-8.97,1.16,2.29,3.99,-0.16,6.64,0.62,5.12,1.04,1.55,1.16,-0.95,-0.09,4.79,-1.96,-1.14,-8.24,-1.52,7.97,4.56,5.77,5.82,-4.74,-3.85,-6.5,2.62,-6.85,-3.64,2.04,-0.11,-0.69,-1.07,6.18,5.44,-0.91,5.84
199801,-6.28,-3.25,-8.85,-2.03,4.72,6.68,-0.63,0.8,0.41,-9.68,3.23,7.67,-2.5,-2.61,0.15,-1.23,5.14,2.41,-3.7,-2.65,4.78,0.82,1.31,-0.42,-1.41,-5.73,-4.37,4.84,-0.73,-0.71,4.08,6.27,7.37,-0.74,3.22,-4.94,-0.21,-0.7,1.74,-1.45,-3.66,-0.7,0.6,-4.92
199802,14.81,3.71,4.49,4.69,6.86,5.56,6.13,9.1,11.62,10.55,7,4.8,8.1,8.16,4.14,9.35,11.34,5.81,9,11.12,1.47,12.36,13.48,1.73,2.36,6.83,2.65,2.62,4.59,8.99,10.11,12.01,9.44,9.81,4.91,12.2,3.96,7.82,11.02,11.4,8.76,8.62,-0.01,10.2
199803,-0.6,4.19,10.34,12.45,-3.05,0.11,5.41,4.24,4.26,5.44,2.08,3.67,5.58,2.79,7.39,8.58,6.02,3.33,5.16,2.67,9.68,6.18,-0.37,6.34,13.59,4.81,6.77,9.81,7.7,6.7,-3.18,8.84,-2.08,0.26,2.05,5.51,6.93,3.37,7.18,6.74,5.85,5.32,2.48,6.48
199804,5.64,-4.27,2.27,-3.08,-2.15,10.63,1.42,1.06,2.71,2.01,0.59,2.11,2.78,4.17,1.45,-1.85,-4.72,3.62,-0.78,1.61,-1.15,1.6,1.24,6.31,1.56,3.81,-2.51,-3.03,-10.04,0.07,10.64,0.56,6.34,-0.43,3.54,-4.3,-3.08,2.13,-0.15,0.81,1.8,1.53,0.67,3.4
199805,5.28,0.69,1.56,2.88,-2.41,-7.19,-0.82,-1.21,-0.78,-6.29,-1.73,-2.23,1.12,-2.43,-2.65,-1.86,-3.17,-7.24,-6.04,-6.2,-2.49,9.69,-3.55,-19.8,-5.75,-4.21,-0.88,-1.65,-4.87,-4.01,-4.23,-6.91,-10.17,-6.18,-5.61,0.69,-4.81,-3.66,3.9,1.21,-2.76,-1.56,-7.19,-1.99
199806,5.25,-1.11,4.66,6.71,4.31,-3.81,6.3,3.67,2.15,-4.13,4.69,7.28,-3.37,-0.5,-7.16,-1.65,7.86,-1.82,-6.31,-5.89,6.53,2.35,-1.95,-4.15,-6.63,-1.36,2.84,3.21,0.41,6.08,5.32,17.71,5.18,-4.24,-6.79,-7.88,0.99,0.02,6.56,0.23,2.75,4.59,-0.09,4.34
199807,-13.8,-6.74,-13.59,-4.49,-9.85,-0.97,-2.54,-3.48,-10.18,-7.89,1.28,0.2,-8.97,-4.19,-9.63,-6.76,-2.2,-6.36,-6.35,-9.8,-2.07,-1.04,-5.44,-15.92,2.13,-7.13,-5.34,3.83,-7.23,-5.47,5.77,-4.8,4.28,-7.05,-6.46,-7.88,-6.09,-3.44,-2.53,-4.23,0.9,-4.23,-9.2,-2.29
199808,-2.32,-8.26,-25.94,-19.76,-16.02,-23.2,-9.93,-10.92,-22.15,-22.77,-16.17,-10.88,-11.87,-17.62,-14.85,-19.38,-21.66,-18.42,-21.35,-19.1,-11.21,-19.92,-20.54,-24.97,-15.82,-10.05,2.25,-11.74,-20.2,-16.18,-13.76,-18.67,-21.13,-15.19,-14.09,-21.37,-16.63,-17.61,-13.23,-14.84,-24.18,-16.09,-16.83,-25.91
199809,-8.48,5.53,4.5,-5.02,-7.38,-0.26,-0.21,-5.11,2.53,-4.36,7.93,13.61,0.68,-2.93,-5.45,-3.55,6.91,8.93,3.88,1.51,-0.05,2.52,6.14,78.68,5.67,13.19,7.98,10.02,4.38,6.97,17.3,19.15,9.37,6.24,6.34,-3.53,1.69,10.72,-0.46,1.04,3.8,2.69,-13.68,-8.53
199810,-2.25,8.37,38.27,15.76,17.95,5.07,7.17,18.54,6.86,3.47,6.01,3.61,1.68,14.9,3.02,12.5,6.76,8.17,4.6,13.47,10.1,11.91,13.92,-9.22,9.11,1.23,-1.76,6.82,2.57,5.99,8.02,-0.88,13.11,14.1,8.15,19.88,8.1,3.88,12.31,10.52,10.6,6.77,-0.23,17.51
199811,7.19,4.1,4.95,5.79,0.69,14.84,8.68,1.09,3.36,7.37,5.9,6.15,4.47,5.92,9.71,2.79,5.04,-2.05,-0.41,3.98,3.96,4.81,10.12,-7.7,4.01,0.34,1.35,3.67,15.48,4.69,8.9,15.11,13.57,2.07,5.86,9.64,2.99,2.55,11.13,3.72,5.75,5.71,7.74,11.3
199812,-7.2,-1.31,-1.95,-0.31,-17.45,-0.67,9.87,5.4,3.8,1.63,9.52,4.64,-4.58,3.87,5.59,2.05,13.04,-0.8,-4,-0.17,12,4.21,-6.58,-6.09,0.74,-1.67,2.83,14.32,5.31,8.78,15.99,17.93,13.82,1.1,-0.55,2.23,3.79,3.83,10.32,7.03,4.17,1.85,3.3,2.16
199901,2.43,-3.97,-5.75,-1.65,0.97,9.21,-0.32,-2.09,6.97,-17.05,1.62,0.98,-5.21,1.85,-7.65,11.99,4.84,3.82,0.23,5.33,2.6,7.38,0.58,-1.48,-3.51,-6.25,-6.26,8.79,-8.94,3.12,16.14,19.21,11.34,4.05,-3.66,2.75,0.86,-0.95,3.6,2,-0.21,-2.6,-0.99,11.93
199902,-11.51,-2.82,-10.3,-1.34,4.95,5.07,0.36,-1.27,1.95,-10.35,-4.66,1.29,1.12,-1.64,-8.4,-7.72,-7.37,-5.39,-13.34,-2.96,-4.54,-4.83,4.23,-2.65,-0.47,-3.52,-3.78,-2.92,-11.86,-5.47,-13.96,-10.44,-11.27,-4.67,-1.58,-2.02,-1.1,-7.09,-1.05,7.05,-0.46,2.98,-9.79,0.64
199903,28.88,-4.9,-3.61,-1.65,2.22,-5.94,3.46,4.95,1.49,-2.2,5.93,2.34,3.49,-5.67,-6.54,6.37,3,-2.47,-2.73,2.13,9.22,-1.37,4.6,-4.94,2.67,14.82,-1.69,-0.66,2.89,2.41,5.8,14.78,5.07,-1.06,0.55,6.94,3.03,-3.75,3.75,3.39,1.87,2.4,-2.25,9.77
199904,2.6,0.24,10.06,5.03,13.3,3.71,5.52,4.23,8.6,20.12,0.6,-7.22,22.05,19.27,9.1,-2.42,15.39,30.73,25.96,16.08,-2.89,10.52,14.99,19.71,20.5,15.58,7.18,8.33,6.42,5.31,4.16,-4.22,8.59,12.18,23.48,2.71,11.74,4.95,-0.34,-0.5,8.2,1.94,5.02,8.22
199905,-1.2,4.2,4.46,-0.63,-4.93,-5.65,-1.58,-3.01,-2.55,2.63,-1.34,-2.36,-5.81,1.2,2.39,-1.23,1.07,-7.38,8.47,-1.98,-2.56,-6.02,-2.03,-21.25,-5.25,-2.68,6.72,1.03,-2.08,-1.19,1.94,-2.16,-2.02,1.29,-4.07,-2.91,-4.86,3.13,-3.43,-6.96,-6.13,0.79,4.86,-2.18
199906,2.7,1.63,-13.12,-4.31,-1.36,6.53,4.23,1.33,1.59,-3.93,4.6,4.9,2.51,4.11,3.57,-8.35,-6.26,8.89,12.13,9.31,10.54,-1.27,6.83,5.99,9.31,-0.51,-4.29,5.85,4.49,6.59,10.49,9.7,16.78,10.54,1.9,13.42,0.95,5.83,8.93,3.68,4.5,0.04,1.13,2.25
199907,-2.84,-4.29,-0.19,0.26,-6.63,-6.56,-0.55,-1.06,-9.89,-7.98,0.23,-4.91,-0.01,-4.15,-3.77,0.39,-5.48,-1.16,-7.25,-0.1,-2.9,-7.22,0.15,-6.82,-9.4,2.11,-0.61,-1.61,-8.46,-4.35,1.46,-6.71,3.78,-0.68,1.16,-7.37,-2.3,-0.42,-6.21,-2.59,-5.62,-2.47,-8.42,-11.36
199908,-2.61,-1.88,-6.69,-3.85,-7.86,-1.03,-9.68,2.62,-11.12,-3.96,-0.57,4.69,-5.78,-7.61,-8.52,-0.77,-7.83,-0.46,-9.14,-0.03,2.32,4.25,-1.88,7.06,-1.99,1.58,0.62,-7.57,-11.1,-3.34,7.93,2.78,9.1,0.28,-3.62,-6.34,-8.24,-4.95,-6.27,-4.1,-5.06,-5.46,-6.25,-5.63
199909,0.75,-4.09,-16.56,-14.94,-6.56,-2.65,1.68,-9.76,4.7,-9.38,-8.6,-6.79,-5.45,-3.84,-13.59,-13.24,-1.91,-2.57,-2.69,-0.22,4.75,-6.75,-6.56,24.19,-2.24,-3.65,-4.31,4.45,-6.02,3.2,-1.87,3.14,-3.93,0.9,-3.16,-9.22,-6.39,-5.5,2.83,1.76,-3.57,-10.46,2.2,-3.71
199910,-3.59,9.02,8.12,16.41,-11.37,2.95,11.13,11.53,0.25,3.33,-3.54,13.01,2.24,-5.79,2.57,2.09,-6.27,0.81,-10.6,-5.54,12.44,2.77,0.81,-11.89,0.34,-2.45,2.17,9.53,-4.24,2.93,0.86,2.76,6.59,-2.4,4.81,2.53,7.66,-7.08,6.28,-4.49,15.09,12.91,-5.69,11.62
199911,-9.91,-6.28,-11.75,8.85,7.73,6.49,-8.43,0.12,-10.36,11.16,6.68,0.56,-0.73,3.04,2.13,2.83,2.42,7.26,-4.73,0.15,-3.44,-2.99,-4.38,2.25,0.32,3.98,-7.45,4.29,0.31,5.26,18.14,11.75,11.73,6.37,-0.27,-2.56,-5.24,4.24,4.14,4.78,-5.67,-3.18,0.44,5.67
199912,-4.64,-5.75,-4.81,-8.83,-2.16,8.12,13.2,4.17,3.92,6.16,-1.05,-6.67,6.64,4.01,2.56,2.39,4.38,22.05,2.86,7.38,17.51,2.89,3.83,-0.87,11.14,-0.22,-2.34,4.18,2.11,18.07,18.47,25.3,16.78,18.65,6.94,3.32,-0.3,5.92,8.15,-7.28,-5.19,1.77,0.16,11.59
200001,-4.5,-10.33,19.7,-2.28,-13.81,3.91,-0.62,-6.51,-11.38,-0.18,8.87,7.76,-9.33,-8.76,-7.64,-10.22,-7.51,-2.75,-1.82,2.3,-12.49,-0.6,-9.19,-16.02,-1.19,-1.38,5.75,-4.04,-8.59,-7.79,-2.9,-10.06,1.02,9.23,-8.36,-13.84,-9.56,8.98,-14.53,-7.39,-2.54,-7.27,1.4,-6.81
200002,8.16,-7.08,-8.28,-11.64,0.42,-1.95,-0.61,-11.57,-12.78,-19.2,6.66,-3.4,-7.29,6.11,-5.84,-7.58,1.52,6.84,0.13,3.23,-0.72,-8.16,-7.1,7.24,-7.57,-5.61,-7.26,-3.59,-9.77,2.22,22.49,9.68,27.27,20.92,-11.29,-13.07,-5.35,1.11,-3.93,-12.03,-11.31,-12.76,3.09,6.72
200003,4.26,10.76,-0.29,0.13,7.69,10.76,13.12,-14.26,25.06,21.13,0.83,-0.55,12.17,-5.85,5.35,10.79,14.97,3.51,7.64,11.89,16.89,9.63,9.79,-2.55,6.53,13.91,5.77,7.57,8.85,-0.42,6.37,2.49,4.23,1.33,8.04,12.65,12.87,6.61,14.36,15.98,15.06,22.87,3.12,14.74
200004,-7.61,-4.08,-0.8,3.68,0.27,2.36,-7.54,4.29,4.3,8.98,1.06,5.7,-3.73,1.69,6.48,1.61,0.97,-0.85,-4.55,1.49,0.57,11.77,4.44,1.94,-7.79,-1.01,7.6,-7.9,-0.28,-4.88,-6.38,-18.88,-5.65,-3.72,-0.55,-7.87,3.48,-1.07,-5.6,3.82,-2.85,-0.4,-7.25,-12.56
200005,-2.47,18.06,-7.24,11.87,1.15,1.2,-6.34,2.79,-5.04,-5.96,-1.01,5.11,-0.1,-4.97,-3.28,-7.1,-4.06,-4.91,-8.29,-7.09,0.41,-15.37,-0.82,1.03,1.01,10.86,3.9,-10.41,-6.39,-2.38,-14.65,-10.05,-9.55,-8.44,-1.32,-2.12,-3.63,1.93,-3.04,-4.21,7.96,7.31,-3.41,-6.94
200006,-0.94,2.49,1.06,6.05,-1.68,0.33,-0.03,-2.53,-6.77,10.46,0.76,13.14,-6.48,2.97,-9.88,-0.66,-0.52,15.35,-1.54,1.1,0.77,-12.15,-10.53,-1.61,-6.53,-6.16,-4.76,4.18,0.05,2.75,18.13,13.52,9.66,10.69,-5.57,-2.97,-1.95,-2.12,-2.14,-3.76,-9.88,-2.46,-3.88,15.27
200007,-3.09,-1.59,13.2,6.57,-10.03,-0.44,-1.12,-2.64,5.98,11.53,1.21,-7.88,-0.04,0.83,4.85,-4.42,-1.43,-6,6.77,-0.96,-0.56,4.6,6.93,-17.79,-0.14,-2.64,4.43,-7.41,4.61,-2.08,0.64,-8.94,-5.3,-13.71,4.91,-0.45,6.6,3.93,-2.09,-2.11,8.4,10.33,0.18,8.66
200008,-1.94,-2.71,-2.22,-10.83,2.11,5.97,2.52,3.5,2.53,6.77,6.83,2.94,1.87,0.67,-3.65,3.73,15.89,24.6,19.29,8.12,6.83,4.97,10.26,4.59,5.52,8.9,11.72,-0.96,10.96,2.08,13.46,12.08,12.19,19.62,2.11,1.95,-3.57,9.9,-5.27,-0.75,10.21,4.26,-1.53,18.45
200009,4.87,5.84,-9.71,5.46,0.06,-8.85,-0.49,-1.73,-1.23,10.57,-1.55,4.18,-4.77,-10.7,5.55,-2.59,-2.3,-12.09,-12.32,-14.09,-10.95,-5.02,8.29,-6.81,-5.22,4.43,9.63,-4.07,-1.88,-2.02,-12.38,-9.92,-24.17,-8.82,-5.28,-12.87,-1.31,3.45,2.55,1.68,3.78,6.95,-3.45,-7.36
200010,-10.98,6.19,13.14,8.99,6.62,-5.86,-1.3,10,4.27,6.25,-1.2,2.94,4.89,-13.26,-3.03,5.7,3.57,-12.05,-3.55,0.01,-10.65,2.19,14.33,-21.02,2.13,-3.08,-2.24,-0.42,-4.02,0.44,-5.64,-8.36,-7.59,-7.5,11.45,-0.13,7.69,-2.68,-1.73,4.36,-1.1,4.87,0.14,-5.04
200011,-1.7,3.91,15.29,4.2,-6.38,-14.94,-5.65,0.17,4.07,5.14,-0.4,0.71,-0.84,0.21,-0.47,-3.14,2.5,-15.66,-3.5,-8.81,-9.5,-13.21,-1.58,15.5,-0.01,-2.98,3.1,-15.51,-4.57,-5.61,-24.36,-22.3,-26.27,-15.31,0.94,-15.45,0.85,-6.78,-0.7,5.22,-3.55,-1.11,2.39,-18.05
200012,12.14,6.12,-4.81,-2.57,2.35,4.67,10.12,3.15,15.85,11.96,5.43,2.77,12.2,13.96,6.55,11.84,11.5,1.88,-8.68,7.98,6.06,1.48,-0.21,3.82,6.61,7.62,6.58,-4.38,11.99,-0.33,-14.04,-8.48,-4.34,13.18,10.92,20.05,2.23,12.64,4.31,2.47,9.98,6.72,5.96,17.16
200101,6.15,-4.9,2.24,-4.75,9.94,17.03,2.82,-3.97,3.64,-13.7,-4.33,-9.27,-4.13,12.05,13.59,-3.41,3.25,5.91,10.78,11.05,3.53,14.89,-5.49,-1.82,2.82,-3.39,-10.77,14.39,6.88,3.14,10.43,22.17,18.24,4.43,-4.86,7.42,5.66,-1.53,9.95,-3.89,1.94,-10.42,4.15,8.39
200102,-5.75,1.09,7.22,-6.25,5.03,-4.99,-0.23,-1.08,-11.7,6.2,-0.02,-0.98,-1.03,-1.69,-1.56,0.75,0.6,-23.4,-6.85,-9.99,-14.37,-0.78,4.17,10.38,-0.31,0.01,6.24,-9.89,1.82,-4.91,-33.5,-18.58,-32.23,-21.53,2.99,-5.31,-6.67,-4.73,-6.21,-0.06,-4.57,-0.71,0.56,-15.09
200103,2.67,-2.76,-13.25,-9.39,-0.82,-9.44,-6.57,-8.86,-1.2,-5.73,-5.95,-8.98,-4.91,1.21,-4.16,-3.36,6.92,-8.41,2.56,-8.59,-11.89,-2.28,-9.45,-5.65,-1.27,-0.41,1.64,-5.69,-4.37,-9.62,-17.69,-14.1,-9.32,-18.32,-6.23,-3.93,-1.14,-6,-2.03,-5.14,-1.73,-1.04,1.13,-12.03
200104,-1.78,-2.01,2.31,-2.2,-0.13,16.23,5.06,1.77,6.86,4.24,-0.02,4.59,6.41,4.56,5.65,-0.08,5.89,13.34,-1.88,17.54,10.86,7.17,11.44,16.4,3.84,10.33,5.46,2.51,3.85,7.45,11.76,21.52,18.78,19.61,5.5,7.68,3.11,8.04,4.98,6.81,2.75,2.74,4.67,11.94
200105,8.22,2.64,-0.2,4.71,9.77,10.29,2.98,5.38,3.66,1.94,2.65,3.15,2.59,-0.86,2.23,3.67,-1.3,0.24,-1.72,2.41,3.94,-4.28,2.63,7.28,11.1,0.17,0.01,-1.28,10.57,4.75,-3.71,0.29,-9.38,-3.02,1.58,4.39,4.6,-0.28,1.64,4.28,4.45,2.36,2.97,4.09
200106,3.5,-0.7,-5.31,-4.94,2.62,-2.1,0.69,0.85,-2.45,14.94,2.67,-4.86,-2.4,0.95,3.78,1.43,-2.38,-7.03,7.59,-4.8,-7.85,4.3,-15.5,1.63,-6.56,-7.67,-6.22,-3,8.56,-1.88,-2.29,5.03,-0.48,-4.15,-4.72,-0.44,-3.11,-1.95,-2.5,-3.85,0.83,2.1,3.58,-2.5
200107,-0.12,3.67,-0.97,0.8,-3.14,-7.43,-0.47,4.41,0.59,2.32,1.43,2.42,-3.37,-7.05,8.91,-1.32,1.31,-2.17,-2.61,-2.52,-4.81,3.75,3.24,0.46,-8.53,-2.46,-3.66,-0.67,3.55,-2.94,-8.19,-11.35,-1.53,-4.56,5.52,6.45,-0.18,0.18,5.42,4.01,0.83,-2.17,0.19,-4.51
200108,5.94,3.12,4.29,6.1,1.51,0.48,-4.57,0.99,-3.46,-1.97,-1.52,-3.41,-0.99,3.4,-2.55,3.28,-5.79,-6.13,-5.87,-5.32,-2.61,-14.21,-6.29,8.77,-1.03,-3.66,0.42,-9.24,-2.84,-3.66,-16.46,-15.06,-8.36,-6.12,-1.72,-0.65,-4.34,-4.19,-8.42,1.18,-6.06,-3.86,-1.09,-7.5
200109,-8.81,0.55,1.39,-3.22,-17.48,-15.5,-8.03,-5.23,-16.91,-1.22,-1.43,-0.43,-9.59,-8.44,-17.83,-12.22,-18.98,-21.99,-17.86,-19.84,-13.46,-17.79,-29.62,13.28,-11.21,-5.59,-6.39,-2.45,-6.7,-12.47,-25,-13.61,-25.05,-18.17,-8.34,-12.03,-15,-8.08,-9.98,-12.99,-6.11,-0.75,-7.52,-14.9
200110,-1.27,0.99,6.52,1.34,14.71,5.26,0.24,1.16,7.58,-7.25,-1.37,2.15,3.42,10.94,5.59,5.09,11.38,2.42,4.13,10.8,2.66,-2.31,6.67,-4.95,-3.35,4.61,1.41,-9.39,-2.79,6.43,25.16,12.4,17.58,11.48,0.6,6.6,3.25,-7.84,3.53,2.86,-1.6,-3.48,1.34,4.29
200111,6.34,0.81,-4.23,0.01,5.12,12.99,9.34,6.01,9.65,1.76,8.93,4.77,10.96,-0.76,7.08,7.12,6.97,15.75,5.22,7.82,9.95,17.84,9.57,-7.32,12.31,-4.03,-1.63,6.09,6.51,12.12,23.57,12.07,19.69,11.7,9.58,8.17,11.63,-2.66,13.14,5.86,6.25,6.45,7.63,13
200112,5.8,2.27,7.43,1.62,0.6,6.53,3.6,1.74,7.18,1.7,4.66,-4.2,-1.01,6.41,12.68,6.79,15.41,-2.61,4.14,6.56,5.34,-4.07,6.88,-1.64,5.95,6.13,3.85,2.74,6.07,4.61,-6.91,2.7,-3.98,6.92,2.02,8.76,1.59,2.05,4.98,4.12,3.35,0.63,9.17,5.11
200201,-0.86,3.15,-8.46,-3.76,6.05,3.61,0.58,2.64,5.43,1.01,-1.51,-2.72,-1.3,0.4,3.56,0.83,0.31,-0.2,-5.56,2.2,1.1,3.19,4.38,14.74,-2.61,-2.92,-4.07,-7.14,2.56,-13.49,5.7,-4.57,3.31,-4.89,-0.6,9.46,6.66,3.77,2.24,6.3,-0.56,-1.69,1.17,-4.03
200202,-1.08,1.62,8.11,8.14,-1.6,3.67,7.62,2.53,-0.98,-5.14,-4.78,0.47,4.67,7.95,6.6,4.5,4.08,0,6.01,3.83,-0.56,5.64,9.64,10.82,1.54,5.24,-0.25,-2.39,3.47,-3.66,-21.03,-9.94,-16.47,-1.53,5.02,7.42,1.94,-2.92,0.43,-1.27,-1.4,1.76,1.88,-5.51
200203,5.31,0.8,6.06,8.3,8.54,7.46,4.83,4.61,4.93,12.99,3.94,-0.9,5.17,9.88,2,1.8,1.91,6.02,12.86,9.8,5.27,7.9,2.97,14.3,5.32,7.77,10.04,0.31,1.92,9.18,9.45,2.69,10,7.82,1.13,11.66,3.14,4.93,1.53,5.33,8,1.6,2.47,9.87
200204,6.2,1.82,7.16,5.03,2.28,5.37,-2.43,0.15,1.47,8.45,-2.87,-9.55,-5.08,0.56,8.7,3.58,6.45,-7.05,4.87,-2.66,-1.27,1.52,-4.56,4.39,-1.29,-4.4,-0.56,-12.71,-1.55,-12.27,-8.42,-15.96,-7.9,-11.61,2.5,0.66,-4.67,1.18,-2.19,3.97,-0.65,2.35,1.03,-11.65
200205,3.54,1.93,11.42,-0.5,-2.72,-4.31,-0.02,-0.17,-1.77,-0.58,0.64,-2.84,1.78,3.01,0.78,-1.52,-5.08,0.29,-8.62,-4.24,2.31,0.97,0.26,13.73,4.54,-0.63,-6.47,3.01,-0.7,0.57,-0.52,-5.11,-3.85,-6.5,0.69,-3.44,-0.15,-3.88,-1.27,0.05,0.89,-2.19,-0.51,-1.45
200206,-5.02,-3.15,-3.1,-0.27,-3.75,-7.63,-4.33,-2.96,-1.75,-4.75,-8.83,-10.2,-1.06,0.3,-3.93,-3.7,1.6,-5.28,2.28,-7.63,-7.35,-9.44,-1.54,-14.52,-5.67,-0.39,-5.36,-14.4,1.28,-15.46,-11.36,-4.34,-24.43,-10.48,-2.51,-4.61,-0.12,-5.73,-5.14,-4.21,-5.39,-2.82,-4.86,-5.3
200207,-7.82,-8.74,-15.44,-7.28,-10.75,-15.84,-5.34,-2.6,-9.89,-8.1,-5.57,-1.41,-9.27,-15.7,-22.52,-8.06,-17.94,-20.35,-20.89,-14.08,-8.8,-12.92,-5.15,-9.56,-9.99,-11.77,-12.3,-11.67,-6.1,-10.94,-6.82,-10.49,-8.97,-15.4,-5.32,-12.99,-5.08,-9.84,-11.96,-9.53,-7.33,-6.47,-8.54,-9.88
200208,-5.76,-0.45,10.91,2.39,4.35,5.57,3.56,1.69,-2.04,-3.81,1.15,1.03,1.89,7.67,-2.9,-2.17,0.77,-4.95,3.33,-0.76,-0.63,-1.8,-10.88,20.61,-0.82,0.49,3.38,0.33,3.46,2.46,1.04,2.19,-6.51,-6.82,-1.15,6.09,-2.01,4.62,1.98,-3.72,3.21,-1.4,1.49,4.48
200209,-2.52,-4.9,-5.88,-5.53,-10.74,-3.59,-3.31,-2.59,-5.6,2.22,-2.26,-7.26,-11.13,-10.37,-7.58,-9.23,-7.59,-18.49,-13.17,-9.68,-9.08,-13.49,-11.9,-4.04,-10.39,-8.13,-10.86,-9.3,-2.86,-10.29,-19.42,-16.18,-17.8,-9.96,-10.74,-4.38,-5.08,-6.16,-9.49,-13.38,-11.01,-9.41,-4.55,-13.97
200210,-3.26,8.02,12.71,-0.4,1.6,12.5,6.48,3.07,8.97,-14.52,2.58,8.4,5.71,-0.7,3.88,3.27,2.47,6.66,-9.29,10.16,5.73,-9.39,0.36,-9.91,-7.14,3.28,-0.68,21.36,-1.01,6.7,16.73,23.98,15.73,9.18,4.19,1.43,2.45,5.47,6.44,-0.24,8.12,5.56,-2.92,10.29
200211,9.22,-0.62,-2.84,-3.06,11.73,8.58,-1.34,-2,4.77,-10.51,4.5,4.76,9.42,2.22,10.87,4.27,3.17,18.28,9.02,12.22,11.67,17.84,7.87,-6.18,12.74,3.1,1.62,11.76,-1.8,8.83,20.87,12.17,22.86,17.57,7.42,9.92,4.37,-3.27,2.9,5.71,2.38,2.53,2.41,13.34
200212,-1.74,1.11,-4.1,-3.2,-6.56,-14.99,-1.23,-0.04,-4.75,-1.57,-0.25,-4.88,-4.29,-2.23,-4.65,-0.96,-2.93,-10.4,-3.78,-8.86,-3.79,-9.03,-2.83,24.31,1.13,0.67,3.85,-9.07,1.61,-3.53,-11.91,-10.51,-20.59,-11.38,-5.31,-2.99,-1.21,-2.61,-8.02,-5.35,-3.39,-4.48,1.32,-10.76
200301,-1.67,-6.4,-0.08,-5.85,1.75,-9.63,1.22,-2.43,-3.89,0.54,-0.7,-0.66,-6.03,-6.75,-3.82,-6.12,2.48,-5.06,0.83,-5.95,-5.03,-2.54,-0.91,-2.23,-0.24,-2.3,-3.17,-3.53,-1.85,-4.38,-0.06,-1.37,-1.11,-5.01,-0.72,-8.66,-5.16,-2.39,-5.09,-5.89,-0.54,-2.41,-3.24,-3.33
